,p1k_00059,p1k_00129,p1k_00749,p1k_00177,p1k_00769,p1k_00479,p1k_00030,p1k_00062,p1k_00746,p1k_00399,p1k_00766,p1k_00001,p1k_00091,p1k_00770,p1k_00455,p1k_00727,p1k_00498,p1k_00402,p1k_00739,p1k_00768,p1k_00530,p1k_00087,p1k_00082,p1k_00122,p1k_00398,p1k_00058,p1k_00171,p1k_00731,p1k_00179,p1k_00032,p1k_00103,p1k_00063,p1k_00500,p1k_00742,p1k_00726,p1k_00151,p1k_00745,p1k_00750,p1k_00751,p1k_00111,p1k_00180,p1k_00403,p1k_00101,p1k_00531,p1k_00088,p1k_00721,p1k_00121,p1k_00495,p1k_00004,p1k_00752,p1k_00028,p1k_00719,p1k_00741,p1k_00128,p1k_00095,p1k_00397,p1k_00400,p1k_00029,p1k_00478,p1k_00165,p1k_00456,p1k_00112,p1k_00722,p1k_00723,p1k_00085,p1k_00031,p1k_00482,p1k_00172,p1k_00083,p1k_00020,p1k_00108,p1k_00123,p1k_00115,p1k_00166,p1k_00100,p1k_00132,p1k_00003,p1k_00174,p1k_00747,p1k_00002,p1k_00527,p1k_00728,p1k_00084,p1k_00499,p1k_00113,p1k_00089,p1k_00480,p1k_00110,p1k_00099,p1k_00150,p1k_00019,p1k_00394,p1k_00481,p1k_00178,p1k_00528,p1k_00126,p1k_00738,p1k_00765,p1k_00094,p1k_00526,p1k_00718,p1k_00396,p1k_00732,p1k_00725,p1k_00533,p1k_00098,p1k_00496,p1k_00477,p1k_00393,p1k_00740,p1k_00730,p1k_00401,p1k_00119,p1k_00102,p1k_00748,p1k_00090,p1k_00529,p1k_00497,p1k_00152,p1k_00114,p1k_00404,p1k_00532,p1k_00767,p1k_00086,p1k_00109,p1k_00395,p1k_00104,p1k_00124,p1k_00120,p1k_00737,p1k_00173,p1k_00729,p1k_00148,p1k_00131,p1k_00027,p1k_00153,p1k_00724
b0465,0.188917175,-0.111741603,1.798985051,-0.004749344,0.454679034,-1.25269869,0.050309626,0.196327793,0.637545583,-0.211472808,-0.299414641,-0.045624683,-0.126318747,0.475397634,-2.171618801,0.416237363,-1.820461289,-0.221616996,0.488864237,0.327010155,-0.559644998,-0.215887672,-0.378998282,0.13222459,0.232724597,0.192138959,-0.313933982,0.490599343,-0.424724291,-0.221032665,0.154843894,0.230184298,-1.05457861,0.358668166,-0.012419802,0.744072239,0.493003105,1.734428468,0.134388778,0.116953573,-0.231704924,0.181310501,0.149483313,-0.592092446,0.03811272,-0.040047627,0.35564953,-1.10093943,0.415933006,0.029408563,0.288859077,-0.008969241,0.341125155,-0.401119383,-0.584949782,0.092723187,-0.160358262,0.037819935,-0.548044518,-0.253656275,-2.225977128,0.210852694,0.089222944,0.111145741,-0.085336295,-0.190809329,-2.516459,-0.295531754,-0.413701203,-0.430484131,-0.398777999,0.157899566,-0.215106093,-0.304933927,0.059464523,0.425236914,0.320110143,-0.482353494,1.245324772,0.029557636,-0.768173515,0.310864939,-0.24264505,-1.03027951,-0.472001231,-0.03163515,-1.127682995,0.005436011,0.434279289,0.539303198,-0.430168801,-0.120085189,-2.553192031,-0.055651653,-0.599223174,0,0.440664701,-0.215661758,-0.692313416,-0.699581743,-0.02660433,-0.202369097,0.499117581,-0.036897614,-0.809716211,0.384309939,-1.295720009,-0.51934769,0.006664565,0.450614693,0.249052809,-0.272828691,0.485798862,0.144008435,1.27259732,-0.097394352,-0.669663943,-1.976051489,0.645308499,-0.509077308,0.18904848,-0.615229961,0.231385016,-0.161826054,-0.53102318,-0.187663571,0.247883567,0.168413161,0.375294932,0.481151569,-0.473292115,0.313384301,0.432107537,0.034830724,0.129480141,0.336749244,0.036187237
b2527,-0.625252555,-1.275508923,1.071484158,-0.559563345,0.888431584,-1.963830255,0.096579862,-0.273732776,0.550226491,-0.840406143,0.102426988,-0.172535203,0.528601707,0.900162875,-2.510311616,-0.148451406,-0.64270057,-1.058351492,-0.054169727,0.436338127,1.324558088,-0.221311951,-0.161220604,1.191799828,-0.963422713,-0.725553844,-1.038827585,-0.193925575,-0.882343229,-0.538771736,0.346837389,-0.618845518,-2.362343143,0.004261922,-0.307349894,-1.26381838,0.582959054,1.051851723,9.50E-05,0.30205438,-0.90984569,-1.350506665,0.749174907,1.488632393,0.558601268,0.147743052,0.10729326,-0.730519254,0.814370702,-0.189235457,0.120979435,0.317017303,0.095686833,0.517612957,-0.164548786,-1.087768757,-0.825421552,0.217266211,-1.839321418,-2.352453663,-2.139092023,-0.017884358,-0.081689743,0.08746985,-0.171892586,-0.551832525,0.502866264,-0.87624898,-0.28969407,-1.686161821,-2.047604777,1.308280387,-2.328303258,-2.23457966,0.259067036,-0.648754881,1.031817593,-0.842063712,-0.133935128,0.005140656,-0.374724044,-0.281203267,-0.202273004,-2.286683024,-2.470825088,0.616986979,-1.956833577,0.436349746,0.53390118,-0.22740096,-1.690450616,-1.02595022,0.326588125,-0.534795322,0.180683252,0,-0.008258347,0.571210863,-0.249695912,-0.023063017,0.142624945,-0.626754426,-0.191663689,-0.279159783,1.143724048,0.386533297,-0.594238152,-2.156102316,-0.809803091,0.01971204,-0.139719001,-1.173451439,0.160696306,0.554435747,-0.020136866,0.62473244,-0.177855085,-0.779231086,-0.897060774,-2.534938273,-0.104466957,1.335764657,0.499679612,-0.115805023,-2.235689559,-0.542850339,0.229970319,1.240841383,0.102241363,0.004677742,-1.209262666,-0.168562432,-0.615428736,-1.082216402,0.245494525,-0.882996274,-0.305325686
b3251,-0.285886156,-1.168700941,-0.227260742,-0.497898979,-0.340418178,-1.28149055,-0.582139223,-0.214832875,-0.455053651,-0.725000598,-0.311107653,-0.36364748,-0.250830037,-0.318813808,-3.870503585,0.164789973,-2.629818948,-0.426338002,-0.353156334,-0.487121808,-1.589494651,-0.245446854,0.015140139,0.24503354,-0.732891108,-0.318203677,-0.743326489,-0.085677513,-0.576135212,-0.544988408,-0.115807084,-0.206161342,-1.811802086,-0.3539179,-0.593047653,-0.652760929,-0.558088428,-0.27244445,-0.515236149,0.186249012,-0.484306895,-0.88801706,0.228276959,-1.478893125,-0.078829617,-0.220168831,0.268578645,-1.55007557,-0.633819163,-0.604196373,-0.493787504,-0.265778509,-0.303379667,0.053893249,-0.612372569,-0.724441766,-0.684010521,-0.560184645,-1.082265839,-1.00516759,-3.752886871,0.198166819,-0.199795252,-0.298131315,0.210093391,-0.457749886,-3.68406503,-0.724526589,0.063037457,-1.101404797,-0.823732404,0.167800552,-0.347353219,-0.989676135,-0.091923866,0.056200286,-0.5211282,-0.794216841,-0.588768561,-0.342994634,-1.88884137,-0.120708524,0.355263575,-1.781182067,-0.364715395,-0.118606265,-1.280287037,0.230007001,-0.181449809,-0.396167826,-1.262139398,-0.622510085,-3.716561513,-0.498524982,-1.39186953,0,-0.251100147,-0.340253582,-0.72586687,-1.536226332,-0.264571086,-0.526518143,-0.138677277,-0.600444116,-1.701502918,-0.138401644,-1.689655137,-1.086084648,-0.609578114,-0.225756861,-0.155290026,-0.513168171,0.472303907,0.212666447,-0.538219136,-0.296812314,-1.751703185,-2.613657281,-0.5340062,-0.449690672,-0.62130448,-1.604356857,-0.427530717,-0.287941852,-0.769701007,-0.665814773,-0.101083696,0.139541696,0.398115919,-0.310411319,-0.656826322,-0.119174704,-0.487763533,-1.039009935,-0.433888799,-0.775508121,-0.434793169
b4051,0.119686859,0.872066286,-0.718904656,0.196025812,0.670272453,-0.148184275,1.974368814,0.797972641,1.552274591,-0.134735527,1.068345415,0.981774218,1.487889751,0.720161567,2.751278393,0.681597627,2.278510687,-0.438333636,0.89896698,1.169813508,1.730183515,1.713433145,1.326425433,2.10234677,0.289994047,0.156914916,0.126764065,0.803477593,1.49848235,2.451653199,-0.515126851,0.520363559,2.565818467,0.911633807,-0.152820892,0.638813798,1.742225728,-0.123731932,-0.063016364,1.575327955,1.463072693,0.270588531,-0.799586217,2.216833512,1.958010956,1.459697199,2.291587229,1.843555526,2.993821879,-0.106973917,2.410665112,0.660293643,0.921493319,-0.895915461,1.950875073,0.520359689,0.074057921,1.93252688,1.485459093,0.80297572,2.849605592,1.582838364,0.755502774,0.246607131,1.428521069,2.438401798,2.59464157,0.061677497,1.253313558,3.791425731,2.261999597,2.19276544,2.365969951,0.668289551,0.68492931,0.92398792,2.960252532,-0.323439386,-0.263129628,1.101665475,1.433344662,0.519734817,1.29832682,2.537784789,2.74733156,1.962766992,-0.308757975,1.477288566,1.371565602,0.526870688,3.867302693,0.063411921,2.62740575,-0.230999908,1.279634476,0,1.319175237,1.147208438,1.944638004,1.145615439,0.613479813,-0.546431657,0.487261728,-0.487062388,1.997912068,1.301981015,1.987563847,1.492717279,0.390997011,1.217818576,0.22680406,-0.487596708,2.21841173,-0.833826029,-0.173677005,1.516637073,1.665551543,2.345422532,0.059936168,2.501895087,0.286039925,1.801962513,1.205179701,1.758171462,2.470263659,-0.384273392,-0.750636372,2.361743194,2.260360897,1.565434768,-0.317621118,0.574146494,0.53755658,0.15644528,2.396478261,0.049926533,0.211607152
b4064,0.175458776,-2.26603379,0.66555177,0.37275889,0.452242336,-1.778423144,-0.234017992,0.355044091,0.217389062,-0.090798724,0.082124877,0.284609569,0.065301124,0.431403078,-4.587892564,0.472339834,-3.868429276,0.543952112,0.902589466,0.270103393,0.988141273,-1.498750832,0.353808655,0.744122228,0.368525655,0.187936791,0.180538032,0.400818494,-1.513851837,-0.483442515,-1.247222672,0.250803299,-5.14165056,1.109841382,1.081884236,0.788386733,-0.030288737,0.671628853,0.816895274,0.817299112,-1.070579004,0.196858216,1.047769016,1.13772563,0.27345715,0.729962931,0.690529438,-3.969236173,-1.63349932,0.890908507,-0.446272721,1.008628986,0.965202805,0.857384436,-3.651686711,0.651482818,0.112741374,-0.342389411,-0.055914948,-0.298983912,-4.787363377,0.782361338,-0.087619053,1.113447647,0.759530136,-0.510092895,-4.927581821,0.224061317,0.180428915,-1.455097394,-2.352293975,0.644609109,-0.314270404,-0.298389568,0.580761991,0.889668541,-1.3628016,0.49528935,0.499540572,0.239167868,-0.459393148,1.477450818,0.963158017,-4.242435503,-0.204229244,0.096863089,-1.677337164,0.781058871,-2.601402616,0.147571554,-1.118250997,-0.1834773,-4.640484105,0.425247799,0.620512073,0,1.072915884,0.016213202,-3.389819356,0.514468431,-0.061053594,0.315442179,1.394215011,1.25687881,0.73220313,-2.927538366,-3.839090676,0.002836963,0.304690498,0.960035832,1.488616355,0.534142651,0.74071164,0.970200246,0.268810246,0.119348727,-0.437798839,-4.619701985,0.615835609,-0.262856981,0.551086068,0.810020235,0.26875588,-1.378784076,-4.219135157,-0.09791309,-1.169140129,0.455095303,0.606697935,0.809863401,0.340257426,0.377328291,-0.028103513,-1.33115333,-0.569324486,1.020785346,-0.102835873
b2585,-0.167760885,-0.264779936,-1.020997795,-0.047367112,0.071660506,-2.912195837,-0.214933229,-0.095496383,-0.264701346,-0.258550752,-0.08470559,-0.276449905,-0.247383502,-0.068878253,-0.981870266,0.309617701,-0.43724048,-0.700616851,0.015854348,-0.144368429,-1.375275894,-0.163461866,0.311335504,-0.182734152,-0.809894395,-0.13364471,-0.080383499,0.221186312,-0.075781066,-0.180325939,0.012516623,-0.124633939,-0.148215084,-0.108876276,-0.221710517,-0.317877282,-0.254750807,-0.866102193,-0.042343932,-0.17003394,-0.065235008,-1.121980276,-0.210883427,-1.150659323,-0.163210962,0.330504147,-0.098805427,-0.633326546,0.519663464,0.008139671,-0.151449672,0.20920803,-0.094774412,-0.293844559,0.310123959,-0.608837158,-0.286883203,-0.222251497,-0.299698705,-0.584454481,-0.893030869,-0.096994587,0.278362992,0.095956168,0.019434398,-0.090564265,-0.713068441,-0.106635293,0.281883775,0.026730047,-0.1780165,-0.101654267,-0.231869596,-0.486646974,-0.354397753,-0.413886796,0.342419234,-0.432035674,-0.140109204,-0.315662378,-0.068118196,0.09714664,-0.090494286,-0.150111738,-0.312019766,-0.191473535,-2.879295211,-0.044477639,0.199970771,0.324369376,0.013914174,-0.158610659,-0.736547269,-0.092360588,-0.21125638,0,-0.097768836,0.20166284,0.377564279,-0.233332868,0.409838755,-0.339780668,0.095768814,-0.332977343,-1.071630691,0.252449734,-0.847909462,-0.328138528,-0.113816804,-0.006906398,0.107224732,-0.621811657,-0.151098415,-0.253496192,-0.18817581,-0.191653718,0.0426503,-0.325151824,-0.098800429,-0.313639841,-1.028574516,-1.031354825,-0.075533748,-0.137725533,0.292104715,-0.268647321,-0.065380626,-0.089472224,-0.235135397,-0.033643391,-0.360490456,0.297978271,0.175706575,-0.779312073,-0.088732898,-0.328456329,0.057451986
b4041,-0.069786876,-0.43217857,-0.864873834,-0.326878629,-0.515308425,-0.413543982,0.055723233,0.092616214,-0.60609788,-0.812998593,-0.605790065,-0.009201876,0.113696477,-0.596083767,-0.911320099,0.115106478,-0.121994455,-0.568546466,-0.483451796,-0.711634443,-1.016146596,0.09819662,0.239627162,0.400887442,-0.076861896,-0.078949997,-0.922377865,-0.041939597,-0.232590409,0.25197923,0.430453469,0.168940308,-0.501281215,-0.477741238,-0.767780866,-0.288158916,-0.677045203,-0.948071871,-0.297033292,0.624029783,-0.156535555,-0.240249086,0.280129694,-0.981493344,0.089007461,-0.370970776,0.682187449,-0.442612029,0.448002003,-0.483544118,0.059475721,-0.3596032,-0.424466064,0.033480023,0.805408771,-0.238105543,-0.749146411,0.081097947,-0.720043948,-0.645496818,-0.663521412,0.688746823,-0.143070676,-0.365856922,-0.000321285,0.305929871,-0.224396189,-1.020274233,0.353051584,-0.332487691,0.275585455,0.321789022,-0.234492791,-0.658258815,0.057107493,0.496642547,0.447334756,-0.55073137,-0.402096686,0.088425254,-0.75012135,-0.283388814,0.054826477,-0.463694389,-0.248908613,0.09198752,-0.44378961,0.624223879,0.757255707,-0.396455837,-0.390547568,-0.535123485,-0.331588221,-0.361270404,-0.536702738,0,-0.426976464,-0.387706688,0.80746538,-0.800896886,-0.200176362,-0.485941984,-0.251452,-0.714949815,-1.165497672,0.784094862,-0.348455183,-0.742079143,-0.664592378,-0.375794862,-0.262241888,-0.611722142,0.706542561,0.234473705,-0.385669732,0.084458779,-0.649222257,-0.16453881,-0.226158399,-0.196395845,-0.030092807,-1.29508801,-0.628948738,0.129194522,0.289248626,-0.424169494,0.400859354,0.315389025,0.777607056,-0.395785741,-0.417356314,-0.022127208,-0.326955761,-0.309923068,0.045439453,-0.467299535,-0.458598956
b2552,0.266916136,0.566563143,-0.8267752,-0.798519196,-0.463383833,-1.108168807,-0.100041888,-0.033715183,-0.120666281,-1.422352222,-0.217928944,-0.099179643,0.256429435,-0.434799058,0.319547005,-0.523026408,3.235884264,-0.259086611,0.269741386,-0.634584619,-3.064532844,0.319389511,-0.335929356,0.892095088,0.282863253,0.131424872,-1.040720647,0.288368403,-0.068308855,0.073212788,-0.173119762,-0.11098333,-0.46955262,0.167083274,-0.869492454,-0.409165905,-0.047849756,-0.694101991,0.265334546,-0.406869315,-0.030889488,0.462183947,-0.522891606,-2.585182848,-0.067839799,-0.66592149,-0.642497533,3.083542436,5.150683539,0.25468941,-0.735789106,-0.742640341,0.163295463,-0.102141183,0.841489626,0.327351425,-1.795436652,-0.34444311,-0.421204696,-0.567163751,0.405948552,-0.29700362,-0.584848685,-0.606671992,-0.102297971,0.012095333,3.022463445,-0.873699977,-0.276534618,0.400972858,-0.43094837,1.27027173,0.527211919,-0.760002565,-0.169460246,0.917615226,4.739916551,-0.653434299,0.200198905,-0.106159957,-2.556660822,-0.342213115,-0.1736434,-0.624124501,0.666919148,-0.082091881,-1.209611786,-0.651199955,0.487794537,-2.016244063,0.532031343,-0.953061205,3.036812451,-0.887470859,-2.442498361,0,0.138131689,-0.221861577,1.036220323,-2.352521691,-0.631041721,-0.086613562,0.313642964,-0.794399463,-2.766929067,0.508862303,3.137138936,-0.416098109,-1.247071009,0.389961746,-0.273051253,-0.580666172,-0.348090795,-0.688157704,0.259859182,0.206475715,-2.530412754,3.303385106,-0.234764039,0.556096327,0.893894563,-2.932861587,-0.348790329,0.270303818,-0.237206436,-0.383261622,-0.593090091,1.35286979,-0.542325689,0.247035818,-0.820705467,-0.006907896,-2.098565027,-0.499737104,-0.576264305,0.068780954,-0.944518212
b4389,-0.813557552,-0.413394215,-1.734429222,-0.803294959,-0.548103631,-3.314548245,-0.758344718,-0.89824943,-1.481515441,-0.787960822,-1.103453488,-0.85569388,-0.413489523,-0.48684227,-3.81848712,0.08207498,-3.043325107,-0.597629012,-0.644928644,-0.715057982,-1.108954948,-0.858466776,-1.057897788,-0.215400868,-0.642742455,-0.809958474,-1.426573848,-0.210900724,-0.880911295,-0.852558872,-0.356721268,-1.20125648,-2.36778365,-0.590456715,-0.643501192,-1.07439768,-1.434495155,-1.6208169,-0.788267633,0.114160126,-0.763126152,-0.748404603,0.092782213,-0.832969221,-0.406894482,-0.222963895,-0.044684546,-0.991842188,-0.704330221,-0.84234558,-0.753263662,-0.233622206,-0.570676593,-0.446612865,-0.409735974,-0.805756698,-0.758023445,-0.695020161,-1.506678714,-0.663217606,-4.04184125,0.030545122,-0.196898437,-0.303451578,-0.688049941,-0.959555929,-3.532337068,-1.452319881,-0.826957586,-0.325112092,-0.305060328,-0.30423269,-0.63750782,-0.926104448,-0.290246327,0.119018615,-0.663277188,-1.188719024,-1.006596451,-0.799911564,-1.356932568,-0.405539403,-0.582705923,-2.293589967,-0.549224744,-0.405381851,-3.460824042,0.022519975,0.060527544,-0.618737741,-0.507251195,-0.702365032,-3.212029223,-0.710429901,-0.916424385,0,-0.588459099,-0.802083856,-0.345245407,-1.104546799,-0.097507054,-0.820209642,-0.366530824,-0.734577461,-1.091305643,0.08328154,-0.897897852,-1.484675308,-0.628624707,-0.523830007,-0.444824136,-0.768302904,0.013039887,0.143496561,-1.055957333,-0.396698266,-1.270331752,-2.925386078,-0.566469273,-0.573125158,-0.509560486,-1.139673033,-0.683029661,-1.006805573,-0.543060329,-0.847030468,-0.29244139,-0.40178434,-0.002713748,-0.649222001,-1.086732778,-0.197362231,-0.587967109,-0.441728292,-0.907383749,-0.892887859,-0.087475317
b3087,0.752087115,0.238138241,-0.79839221,-0.40060276,0.161201995,-1.540943094,0.145708519,0.944066329,0.60694779,-0.466838123,0.403800562,-0.143593649,0.00178366,0.145856054,3.610602963,0.397371982,2.688813976,-0.293640109,-0.225429855,0.199205446,-0.824898381,1.343552493,1.877120118,0.410569088,-0.243103423,0.649335348,-0.217449948,0.186333864,0.947002936,0.600997147,-0.546272156,0.784890419,1.198590069,-0.201582741,-0.860307187,0.124196628,0.726581923,-0.280931276,-0.472430577,0.252816851,0.918128443,-0.223214016,-0.099856061,-0.745156373,0.20195027,0.033948397,0.58928468,2.207910209,0.977054064,-0.63451314,0.530322006,-0.271942623,-0.257938117,-0.698872847,1.805771617,-0.446057648,-0.371566188,0.271436866,0.166875734,1.444549282,3.857337514,0.307128167,0.03260637,-0.22039816,1.237180132,0.79313665,2.841377253,-0.216590984,1.746993109,0.92081239,1.024556434,0.509247677,0.544699413,1.280769738,-0.56599954,0.007417873,0.722871715,-0.702365641,-0.42604388,0.063513065,-0.041411556,-0.230518337,1.069705658,1.203715233,0.536381673,0.419495943,-1.39427583,0.233961788,1.10584696,1.12385077,0.702460252,-0.20496824,2.807282386,-0.446485594,-0.3044377,0,0.04245282,0.765813353,1.71387743,-0.522574177,0.212483511,-0.333192437,-0.13548653,-0.922319562,-0.705867436,1.077289704,2.283038976,0.174534924,-0.292097093,-0.072720118,-0.130082488,-0.404118195,0.407321014,-0.33617868,-0.514169015,0.095447979,0.027833625,2.738025725,0.446896218,0.497139574,-0.396612582,-0.517023113,0.208008471,1.423646308,1.205370462,-0.574583617,-0.36650423,0.45696308,0.529378625,0.379718524,-0.633352562,0.137683368,1.160990371,-0.250085599,0.247457921,-0.314537586,-0.312841451
b4034,3.029433846,0.895014474,-3.89951274,2.099073577,-1.259188248,2.967873741,-0.450430385,2.724703654,-2.998401133,1.01256107,1.1247276,1.974863484,0.207955847,-1.217737889,4.241316141,2.059360251,5.509008024,0.967398289,-2.24009631,-1.988718538,-2.370548923,2.00248359,4.08829505,-2.625260397,-2.368019944,3.125006518,0.126601518,1.185145519,2.827452011,-1.317834688,3.159743262,2.823386938,2.229173359,-2.38557884,0.287672581,-0.565209333,-3.196132952,-3.82126896,-1.948720973,-2.37575864,2.838666586,-2.414132495,2.160449348,-2.555458414,-2.205621417,2.614565724,-2.715015245,4.667154669,-2.004516732,-2.11839929,-1.220528087,1.881634922,-2.582675717,0.854211259,5.409178834,-1.107024217,1.109751211,-0.247369468,2.14113972,3.89459406,4.507268962,-2.45180202,2.373056501,1.406739492,3.442004945,-1.531901237,4.393675005,0.224681616,4.20781526,-0.593334147,-2.536206586,-2.622616621,5.193495734,3.796557162,1.863615855,-0.216733835,-2.011665216,3.418478007,-0.975210956,2.217907181,0.465999577,1.639121035,3.496629005,2.130843332,4.934654404,-2.268798485,2.981268274,-2.506357047,5.134300854,1.528864556,-0.655754511,0.949763797,4.3795965,2.212164918,0.062908349,0,-2.448705249,1.171247946,5.476845044,-0.011351577,2.636425351,-0.395973921,0.762879841,0.113394212,-2.618391521,5.183607534,4.74444525,2.098472804,-2.503225769,-2.31342755,-3.035483564,1.123165325,-2.625214713,1.999344516,-1.017656281,0.119152046,0.355657254,5.560291794,1.599493905,5.057708214,-2.297630612,-3.067563372,-2.058042162,2.197538,-2.03560848,-0.168073537,3.249716491,-2.319950613,-2.681927784,-2.521749857,3.41322351,-0.089577798,1.333491818,0.161684537,-1.054105454,-1.369266559,0.525051098
b2032,-0.020457451,0.73565023,-1.064278572,1.661119775,0.743680193,0.914685935,0.601284799,0.266281922,-0.78672337,1.419116468,0.955236779,0.92779246,0.719147384,0.73841358,-2.10566908,0.484349541,-2.884763133,0.705079886,0.661294106,0.31786699,2.054692991,0.31654346,0.41110056,0.163114472,0.652520721,-0.161610248,2.063940074,0.399936142,1.27580149,0.063182841,-0.038061177,0.231379366,1.571402673,0.703150562,0.408123431,0.324481071,-0.723076014,-0.773736999,-1.261594291,0.387109482,0.846099188,0.407691501,0.002611889,1.83797435,0.688680035,0.867479274,-0.324044022,1.015978662,-1.14156825,-1.162753011,-0.172946498,1.067573404,0.626066658,0.360061893,0.145734071,1.049142008,1.018472642,0.34818712,2.56759517,1.104675273,-4.026953659,0.688199289,0.721525214,0.737137688,0.425770027,0.18697595,-3.494685091,1.899851976,0.132234609,-0.234764999,1.355382212,0.333650101,-0.13839791,1.812139449,0.620315173,0.254390238,-0.672297758,1.953686596,-0.99319648,0.720241986,2.198870117,0.601249787,0.096691432,1.458454245,0.510452656,0.476995475,1.491004311,0.568246823,-1.699622154,0.129190519,-0.320441602,1.309678368,-3.839368764,1.650666897,2.154899707,0,0.428687014,-0.489054394,0.308863329,2.455740356,0.369302827,1.350750453,0.55920402,0.50781359,1.382919072,-1.48509403,1.00157246,2.308339196,1.396449874,0.299201624,0.805114142,0.721743068,-0.291950775,0.100794482,-1.094474491,0.561727825,2.626963166,-2.721869695,0.578041577,0.579016398,0.853641973,1.144512975,0.072653573,0.374270662,1.263264442,-0.489726987,-0.04127982,0.358124274,-0.335579686,0.443641817,1.907325877,0.583214647,0.01845913,-0.065730625,-0.201861131,0.808671324,0.420870037
b0710,-0.162905779,0.856333552,-1.045228804,-0.021730197,0.296205779,-0.100599402,0.916244281,0.290647687,-0.046253356,0.27144775,0.347866772,0.624358853,1.249301979,0.26025731,1.325677867,0.578148647,1.58926662,0.323757631,0.426600063,0.454480746,-0.407960549,1.004656305,-0.078213001,1.612605592,0.425062194,-0.116215972,-0.040467847,0.503026645,0.644678095,1.412187161,-0.311655904,0.166040993,0.550491934,0.265407069,-0.211757552,0.103689598,0.102223381,-0.672704237,-0.376689468,1.169593668,0.757410205,0.525735498,0.363620141,0.312173393,1.639054659,0.806980691,1.690226655,1.059696341,1.43294532,-0.332893266,1.196921103,0.528875132,0.198385504,-0.971003719,1.027913014,0.346823192,0.233360167,1.018932069,0.793970678,0.244356981,1.583223281,1.07567089,0.526103565,0.147122564,0.138138483,1.412754944,1.665836956,0.003629218,-0.312354266,1.728696331,1.385199089,1.70527929,1.376508077,0.113068644,0.565922937,0.956004468,1.437317583,-0.445241552,-0.443298,0.884947635,0.416054755,0.174116424,0.076505019,0.618400267,1.517989095,1.614326733,-0.20352335,1.075160256,0.80293629,0.720139177,1.77215524,0.269625635,1.616903422,-0.061719407,0.607227447,0,0.482708541,0.475111842,1.042042825,0.375979404,0.546112745,-0.007921108,0.100772394,-0.215425878,-0.378178092,0.971243337,1.040987091,0.695120386,0.399985619,0.445297862,0.05677563,0.173827567,1.753160976,0.456424495,-0.460098275,1.173158987,0.577638873,1.616231566,-0.010170688,1.31342139,0.565955151,-0.412462054,0.392051138,0.991273853,1.313903422,0.087885279,-0.373433327,1.674363074,1.66890962,0.54848384,-0.45420798,0.371608695,0.724274715,0.681694318,1.126700013,0.103327976,0.370137241
