,p1k_00059,p1k_00129,p1k_00749,p1k_00177,p1k_00769,p1k_00479,p1k_00030,p1k_00062,p1k_00746,p1k_00399,p1k_00766,p1k_00001,p1k_00091,p1k_00770,p1k_00455,p1k_00727,p1k_00498,p1k_00402,p1k_00739,p1k_00768,p1k_00530,p1k_00087,p1k_00082,p1k_00122,p1k_00398,p1k_00058,p1k_00171,p1k_00731,p1k_00179,p1k_00032,p1k_00103,p1k_00063,p1k_00500,p1k_00742,p1k_00726,p1k_00151,p1k_00745,p1k_00750,p1k_00751,p1k_00111,p1k_00180,p1k_00403,p1k_00101,p1k_00531,p1k_00088,p1k_00721,p1k_00121,p1k_00495,p1k_00004,p1k_00752,p1k_00028,p1k_00719,p1k_00741,p1k_00128,p1k_00095,p1k_00397,p1k_00400,p1k_00029,p1k_00478,p1k_00165,p1k_00456,p1k_00112,p1k_00722,p1k_00723,p1k_00085,p1k_00031,p1k_00482,p1k_00172,p1k_00083,p1k_00020,p1k_00108,p1k_00123,p1k_00115,p1k_00166,p1k_00100,p1k_00132,p1k_00003,p1k_00174,p1k_00747,p1k_00002,p1k_00527,p1k_00728,p1k_00084,p1k_00499,p1k_00113,p1k_00089,p1k_00480,p1k_00110,p1k_00099,p1k_00150,p1k_00019,p1k_00394,p1k_00481,p1k_00178,p1k_00528,p1k_00126,p1k_00738,p1k_00765,p1k_00094,p1k_00526,p1k_00718,p1k_00396,p1k_00732,p1k_00725,p1k_00533,p1k_00098,p1k_00496,p1k_00477,p1k_00393,p1k_00740,p1k_00730,p1k_00401,p1k_00119,p1k_00102,p1k_00748,p1k_00090,p1k_00529,p1k_00497,p1k_00152,p1k_00114,p1k_00404,p1k_00532,p1k_00767,p1k_00086,p1k_00109,p1k_00395,p1k_00104,p1k_00124,p1k_00120,p1k_00737,p1k_00173,p1k_00729,p1k_00148,p1k_00131,p1k_00027,p1k_00153,p1k_00724
b1887,-2.930683728,-1.092001359,-6.208517538,0.859414397,-2.169111586,-7.384188287,-6.062098051,-5.728879858,-5.285639516,-1.835330116,-1.532910365,-5.528616782,-5.322709438,-2.385774561,-6.431553453,-4.898990108,-3.870759205,-2.015103682,-4.40368539,-1.855451274,-4.960222544,-5.578926687,-3.978447252,-5.605722133,-4.153632901,-2.747922089,2.001291512,-2.343446864,1.330726202,-5.425659125,-6.863640518,-5.339808906,-0.734610105,-4.852987223,-5.22188069,-1.504556064,-5.676902043,-6.133536844,-1.840059203,-5.489614222,1.389668232,-4.429910445,-7.263226374,-4.852183796,-5.113637255,-5.371858218,-4.626069169,-0.953063617,-5.190395085,-2.173200655,-5.023628945,-5.757333916,-5.150520239,-4.003714193,-5.779270359,-3.649960252,-1.848361586,-5.990245327,-6.030641559,1.017657957,-5.535157532,-5.55454965,-5.572542465,-5.929435859,-2.038093878,-4.588071789,-6.967270684,2.007591812,-4.089183261,-5.471891015,-5.003776487,-5.055409576,-0.303534763,0.898521872,-6.344063003,-5.595311918,-5.038262521,0.891146975,-6.209815569,-5.666790026,0.710531792,-5.20101474,-2.041336111,-0.687621354,-0.188764448,-5.040023579,-7.301244507,-5.188241773,-5.985329323,-5.306919901,-5.325351913,-1.604018726,-6.016368515,0.887561567,0.487861724,0,-4.823072972,-1.594555895,-5.760758698,0.4969163,-5.733709643,-1.508555014,-3.189720969,-5.094570418,-5.006031806,-5.070086953,-0.802946061,-6.202400769,-2.41713166,-4.437215455,-5.137707035,-2.10669703,-4.876716328,-7.755765277,-5.455803693,-5.446986531,0.815037465,-3.95836758,-1.332066802,-0.341932658,-4.495517529,-4.901755007,-0.997201638,-5.72230985,-5.476095391,-1.021955863,-6.565053936,-5.433436341,-5.534187462,-5.152677106,0.820244055,-3.358418779,-5.536607984,-0.838094726,-5.029124472,-4.772463598,-4.97806986
b2494,0.491277731,0.50388457,-0.876563774,0.052187645,0.044286467,1.718803004,1.437029075,0.996182191,0.019753852,0.001236992,0.267299862,0.672689193,0.922069535,0.14439332,-0.344995905,0.640015771,0.609587528,-0.129968928,0.374893037,0.200282703,-0.781265863,1.197126539,0.983931864,1.475646904,0.864163811,0.590809735,0.035686636,0.815735139,0.458841465,1.730679897,-0.51357566,1.08394455,0.730301902,0.294521364,-0.037943027,0.334232047,0.164910576,-0.421461084,0.160199997,1.387004125,0.542166199,0.46439054,-0.177484416,-0.37401292,1.188319904,0.51586837,1.683834341,0.6571019,1.580528265,-0.000787546,1.771543002,0.204858807,0.233636037,-0.793865404,1.12828714,0.823259508,-0.035689111,1.421800575,0.440450636,0.019826544,-0.137054136,1.263804407,0.510308721,0.096184419,0.951822019,1.795317036,0.157043451,0.015376322,0.828790157,1.390100054,1.009721802,1.433210511,1.331523054,-0.068506262,0.618558706,1.071472139,1.565048083,-0.505316088,-0.136023989,0.84120968,-0.153835206,0.077108355,0.886854792,0.642408565,1.113868074,1.175506385,1.728315738,1.258181305,0.800870343,0.381960332,1.430983844,0.427406622,0.283917358,-0.098501487,-0.229564959,0,0.495710363,0.669387793,1.136889026,-0.166313194,0.664484387,0.083623788,0.372462,-0.088588351,-0.768489967,0.828745374,0.675733959,0.375199275,0.486402125,0.323070801,0.096939266,-0.149141983,1.710113034,-0.32387478,-0.065735808,0.870073696,-0.1785555,0.64268892,0.018892917,1.303708335,0.476701848,-0.748632671,0.310095798,1.209613822,1.039945942,0.291070856,-0.348031424,1.404637234,1.612395236,0.441450945,-0.460687501,0.615219208,0.21467596,0.115536457,1.731679212,0.244805136,0.624343829
b2507,-1.654250073,-0.618610452,0.136960186,-1.160830467,-0.366306344,-2.734271639,-1.485066193,-1.753749542,-0.097652303,-1.657875743,-0.923474984,-0.586712097,-0.156613973,-0.328267194,-5.123678782,-0.306023649,-4.601322979,-1.405324557,-0.231197091,-0.802999768,-2.080776073,-1.335243279,-1.301624934,0.207687237,-1.862001342,-1.604493064,-1.63436358,-0.124070368,-2.329249277,-1.555874487,-0.132093485,-1.640251601,-2.971591974,-0.260025268,-1.033128973,-1.655113159,-0.223499132,0.082421908,-0.14351793,-0.967163664,-2.217013595,-1.528753321,-0.00550559,-2.502287959,-0.274910636,-0.916502741,0.660655264,-1.997539345,-1.356162311,-0.207222399,-1.555576945,-0.722992704,-0.238692856,0.278796564,-1.930060291,-1.619030046,-1.509627079,-1.327529811,-0.814293199,-1.472004664,-4.844488781,-1.104660714,-0.369852745,-0.4108313,-1.277989777,-1.580886827,-5.582123623,-1.516078887,-1.195397266,-2.456825575,-1.325923686,0.06032317,-1.703063435,-1.608427459,-0.08731138,-0.210956607,-1.228717122,-1.100787876,-0.479658986,-0.538504679,-2.173202226,-0.612176842,-1.047246438,-3.028852511,-1.728713354,-0.309627192,-2.785852217,-0.981288931,-1.364089695,-1.661860933,-2.493599512,-1.365919617,-5.613323843,-1.197393598,-1.896954547,0,-0.23053734,-0.908143495,-1.959232963,-2.107769937,-0.480362133,-1.32248803,-0.308780703,-1.074081251,-2.185828581,-1.288112217,-2.048152117,-0.784732426,-1.333441558,-0.14376404,-0.41074368,-1.470124,0.729811384,-0.006753477,-0.499019106,-0.19716823,-2.006110661,-4.621835524,-1.092511666,-1.635431174,-1.210112731,-2.116143662,-0.682061733,-1.39317841,-1.559694695,-1.315397222,-0.14043077,-0.04232879,0.725571264,-0.285848122,-1.140856829,-0.177106179,-1.685088,-0.368032711,-1.491560637,-1.442146669,-0.911832024
b3735,0.64961591,-0.21749301,-0.648639698,0.55597004,-0.02346107,-1.567766288,0.10078396,0.67095413,-1.052504332,0.35699565,0.1507103,0.5334313,0.76492584,-0.02007735,-2.300611239,0.31627453,-1.045618283,0.16038866,-0.43503388,-0.53090835,-0.46487037,0.79023389,0.59222249,-0.32423947,-0.13172146,0.5716686,0.86118686,-0.34359446,0.753419,-0.11170921,1.29946764,0.81933504,-0.835310028,-0.5982455,0.19429065,-0.22987707,-1.046530868,-0.653917168,0.41283721,1.06530531,0.82766017,-0.20793746,0.70713216,-0.59738493,0.52931824,0.21812521,-0.770344032,0.10946206,-0.929445504,0.31707176,-0.34848532,0.48544275,-0.5307162,0.42481127,1.0791407,0.16859528,0.4314061,0.1048244,0.08704332,1.07853914,-1.995881175,0.98314463,0.19089351,0.35660497,0.95830838,-0.18047395,-1.859347901,0.78923566,0.77371139,-0.987427824,0.68558618,-0.561492154,0.63559506,0.84548483,0.36395088,0.86508502,-0.861888984,0.85999995,0.58110806,0.65845071,-0.11904577,0.41808485,1.11765892,-0.95027404,0.49297442,0.46793147,-1.554447333,1.0775933,0.54286248,-0.00954652,-1.07397632,0.12805394,-1.994127373,0.53313717,0.31606332,0,-0.51830307,-0.1107154,0.98042861,0.1340458,0.10431829,-0.04104074,0.0102909,0.30419813,-0.40843081,0.55638625,0.09987599,0.23803274,-0.08747416,-0.45974561,0.00033051,0.1845228,-0.57111678,0.69777004,0.58354532,0.79465762,0.03241114,-1.057440462,0.61655286,0.59396426,-0.1536923,-0.570106555,-0.39271404,0.77196338,0.20284598,0.09400921,1.14280567,-0.57796752,-0.596437051,-0.57178077,0.91576654,-0.26758692,-0.31571503,0.18019492,-0.34219984,0.72321796,-0.16486526
b3599,1.057561831,0.238686036,-1.433055479,0.387966765,0.930878162,-1.336020088,0.665121767,0.549271824,-0.218879029,0.358432631,1.522100237,0.578555233,0.816589925,0.947107951,2.372142975,0.60064567,3.046341529,-0.089323683,1.063283551,1.359518523,-0.177925425,1.274871305,1.601498858,0.048907685,0.535353721,1.03808647,-0.285100869,0.697874764,1.560707819,0.936071503,0.80729534,0.778206188,1.557090027,0.904130272,1.576827665,1.297059795,-0.081384329,-1.211677384,4.527479763,2.650829546,1.823059565,0.444297647,0.2243459,0.253422474,0.651602612,1.049050661,0.328900037,1.520023189,0.752824658,4.28926533,0.643150601,0.260699949,0.974196344,-0.024545069,2.034942572,0.855782341,0.373187462,0.853191949,0.809499028,0.946145658,2.531171135,2.569467991,0.100791923,0.448357667,1.618345102,0.899262641,2.956558756,-0.1252008,1.547161867,1.974328864,0.568150691,0.281687237,7.780862321,0.807801496,0.70287807,0.649653233,0.949669948,0.232172482,4.317979047,0.460104107,0.363013362,0.843842832,1.794936828,1.562954183,7.821807211,0.779039347,-1.295956637,2.573126705,2.048521495,0.299210893,2.08928245,0.290244226,2.851348412,0.198356775,0.285759346,0,1.09055894,1.610264879,2.162033379,0.278414321,-0.213888242,-0.227911389,1.112861496,0.194104115,-0.015555006,2.05110981,1.604718947,0.901351036,-0.11358833,1.108506296,0.707481226,-0.050607284,0.365744617,0.124083826,4.344112094,0.802079165,0.381598182,3.062767942,0.868484356,7.752289021,0.366805626,-0.100352368,1.489734816,1.335240597,0.706114499,-0.366415821,0.881937922,-0.008124202,0.372004478,1.165175092,0.192008145,0.56501214,0.352045641,-0.213924275,0.748959492,-0.071770862,-0.083958661
b3609,0.413404411,0.458676465,-0.663078927,0.121910955,0.028581587,-0.734712626,-0.012687468,0.216147478,-0.122754596,-0.157627083,0.233478052,0.035576485,0.158308731,-0.035204101,0.195160978,-0.50253817,1.207362815,0.055560585,-0.036398337,-0.100243214,0.423342185,0.342898893,0.316135873,0.265050858,0.220962941,0.35706107,0.384926339,-0.504709262,0.439430055,0.132099211,0.045772981,0.25283124,0.357793973,-0.077200655,-0.096880036,0.158838104,-0.171783903,-0.557527355,0.078962137,0.442286175,0.381025975,0.27034801,-0.369458467,0.688402975,0.2618669,0.296432678,0.046358828,1.017964705,-0.034465469,-0.012856794,-0.259204609,0.181740544,-0.056612694,-0.220665335,0.987026215,0.031344426,-0.163306858,0.024647109,0.286385848,0.229979784,0.129590304,0.370276227,-0.500020044,-0.012710432,0.304223608,0.108599382,0.527015255,0.3252197,0.451617845,0.625352635,0.494850565,0.275508641,1.517198465,0.464437285,-0.276972147,0.008368547,0.125706362,-0.083061057,-0.280153349,0.162831571,0.651831415,0.003706003,0.540042335,0.345635351,1.306495155,0.269588825,-0.706523683,0.418360765,0.620464895,0.318800337,0.508107805,0.032360851,0.539022115,0.070311889,0.658545675,0,0.024284611,0.252234559,1.006787265,0.593707295,-0.476980076,-0.004555734,0.137672387,-0.102497714,0.476441075,0.620466025,1.045868735,0.262598791,0.111269504,0.063227529,-0.043158428,0.055810194,0.178731632,-0.393323203,-0.271544909,0.201120702,0.690404785,1.255932415,0.212995127,1.422798235,0.269547889,0.487783195,0.066382919,0.264702286,0.410609544,0.188875281,-0.034352791,0.199207169,0.091691488,0.088477426,-0.035898209,-0.543127142,0.363459659,0.457737285,-0.267765275,0.027370574,-0.66466124
b0596,-1.125856423,-2.045770159,-4.061909815,-1.354398936,-3.184922085,-0.182591536,0.553417138,-1.059591168,-2.798123594,-3.508634559,-2.809360686,-0.401040279,1.149823132,-2.386312903,-4.251514623,-2.558071948,-3.821269863,-1.94909918,-2.267727191,-2.834320481,1.198433145,3.957077761,1.137455152,3.113741121,-3.020540588,-1.214189954,-1.570290495,-2.044075526,-1.576288408,-2.14284442,-1.693058441,-1.204050794,-4.380280588,-1.837813931,0.319306766,-2.164577095,-2.458797515,-4.610162115,-2.002390179,-1.761379887,-1.313984485,-2.963618766,-1.263525237,0.912267842,3.688184751,2.903714329,-0.370567656,1.440753725,3.163056481,-1.980592657,-0.173125938,2.644843846,-1.944089785,-4.387275876,-0.482176942,-3.458540184,-3.2412122,0.631951691,-0.212773312,-1.359038437,-4.29687841,-1.470178531,0.88962994,0.96925048,-1.178327503,-2.199716986,-3.533627577,-1.533814728,1.159451053,2.892563438,0.94702827,2.973084392,-1.590368452,-1.150340638,-0.297923132,-1.330701419,3.437813273,-1.615825983,-2.446211726,-0.420952295,-1.063020676,-2.681689648,-1.123536453,-4.182084418,-0.645681651,3.677420734,-0.240909765,-1.972751191,-1.177775456,-3.466198966,2.889113485,-2.125040547,-3.82561144,-1.244694569,-0.054407736,0,-2.421145922,-2.48426546,-0.674644441,-0.259135623,1.020063778,-2.515825824,-2.413451038,0.341276231,0.762806799,-1.2759343,1.464090696,-0.549509252,-3.648947972,-2.012133485,-1.96059858,-1.998504377,-0.126761991,-1.270331709,-2.77476187,1.201551233,-0.749786193,-3.394997833,-0.338094815,-1.067521401,-2.034279674,1.199515072,-3.033943916,3.888002921,1.345413962,-2.067349812,-1.822077119,2.948147388,-0.298533972,-2.450837861,-1.540521187,-2.107733765,-3.202281477,-0.775239021,-0.29839603,-0.499338847,1.190365172
b0754,-1.210284008,0.12371012,-2.188521327,-2.674143381,-1.01542139,-1.131678989,-0.25769205,-1.270020421,-2.024255916,-1.006312591,-1.002803423,-0.02054401,0.03404956,-1.007778295,-2.315467514,-0.33497308,-2.643282615,-0.517309891,-0.393591021,-1.098487423,-0.544911286,-1.319582046,-1.482950509,-0.09994431,-1.15949237,-1.17164211,-0.72555282,-0.538349853,-1.295244202,-0.515054856,-4.085308661,-1.279350356,-3.888092091,-0.524998934,-0.855586692,-1.381794387,-1.986501194,-1.779591918,-0.603432563,-0.296725132,-1.235113576,-0.940135617,-0.15438303,-0.14245426,0.19807534,-0.622440619,-0.14828561,-3.44770642,-0.26530312,-0.621472047,-0.738316143,-0.486777355,-0.437479972,-0.358490478,-3.163254596,-1.201864232,-0.97184875,-0.2495651,-0.10474287,-1.644701638,-2.202995071,-0.353435072,-0.18734855,-0.651297304,-0.390151054,-0.5020743,-2.372319085,-0.725330877,-1.287727613,-0.868196465,-0.659671662,-0.14531149,-1.409230849,-1.363069345,-0.19720964,0.06789943,-0.296551535,-1.360739485,-0.763248505,0.16523904,-0.493811853,-0.891458388,-0.476754388,-3.902117994,-1.716038006,0.01908993,-1.148961331,-0.2628754,-3.444967578,0.71706576,-0.927719294,-1.201610369,-2.35626322,-2.689827604,-0.28019672,0,-0.23845939,-0.896881153,-3.093695195,-0.21119285,-0.12664224,-0.76351657,-0.951584473,-0.81044593,-0.515650394,-3.354979819,-3.504191428,-0.16375797,-0.806028507,-0.26399221,-0.785417156,-0.553925018,-0.04925838,-0.16647291,-0.815710415,0.14157875,-0.569961955,-2.55954179,-1.541718948,-1.554840548,-0.825155458,-0.42282951,-1.000846348,-1.297467955,-0.577725627,-0.847530863,-4.377234477,-0.19785972,-0.15358863,-0.25008843,-1.394160351,-0.429166934,0.87395798,-0.08157115,-0.755887594,-0.914852143,-0.13982793
b4147,0.308802908,-1.044460816,0.409128698,0.323571668,0.017341748,-0.11814208,-0.3574322,0.151960737,0.034423149,0.331792188,0.12595513,0.338087568,-0.018745304,0.018967977,-3.496468566,0.059802939,-2.901188864,0.583737598,0.298152478,0.144513551,0.263409538,-0.904146802,-0.387036329,-0.038153206,0.028575463,0.320956248,-0.150911598,-0.340937915,-0.101324775,-0.510605904,0.247737518,0.344867088,-0.359627272,0.247904548,0.239550108,-0.129523989,0.015303504,0.318674068,0.321932348,0.152328567,-0.121224659,0.349126038,0.373907308,0.150025677,-0.077256975,-0.016842736,0.184496076,-0.403915486,-1.03049805,0.465258128,-0.625160309,0.234113035,0.293757468,0.570298778,-0.435517594,-0.029936852,0.323219818,-0.444234156,-0.394146707,-1.323545743,-3.594372337,0.115014178,-0.424525887,0.173928137,-0.002788172,-0.389972743,-3.773935754,-0.17521673,-0.193961826,-1.240754422,-0.999948983,-0.120911385,-0.191223658,-0.961787784,0.372047818,-0.135138484,-0.835749611,0.423190268,0.172877383,0.394846898,0.152745641,0.423890478,0.192987803,-0.310227322,-0.532559409,-0.119774539,-0.124236385,0.089633128,-0.016294942,-0.165970667,-1.347923013,0.305864068,-3.771532878,0.341957688,0.048694448,0,0.202046282,-0.103867607,-0.36977099,0.261808638,-0.352371959,0.495996298,0.275424048,0.228667314,0.299697328,0.087602371,-0.503398726,-0.304049937,0.300599798,0.268119218,0.277626328,0.601968518,0.131517377,0.348951218,0.210545505,-0.057126888,-0.079000196,-2.921337388,0.128669788,-0.361980704,0.504280878,0.317279408,0.16972092,-1.002139244,-1.172787976,0.396644548,0.346795928,0.00853521,0.088382457,0.201482058,0.469517708,-0.356430315,-0.182426481,-0.560799286,-0.660209583,-0.185525296,-0.368773661
b2065,0.558005584,0.705791572,-0.32748682,-0.292435056,0.159211341,-0.248046116,-0.418430202,0.311332738,-0.489741625,0.033699151,0.02806595,-0.256086073,0.225797617,0.25121711,0.004464405,0.047479306,0.469387202,0.04269724,-0.031777536,0.162696002,-0.768276911,0.502698712,0.074905343,0.228340177,0.209743087,0.583928715,-0.230080135,-0.205644679,0.001401975,-0.038688989,-0.043780683,0.222078248,-0.488390355,-0.185537495,-0.426190307,0.512540462,-0.606368944,-0.356558876,-0.587787238,0.331138899,0.046692682,0.039124496,0.218954926,-0.573993513,0.221804079,0.337025233,0.178474747,0.150649769,0.095708498,-0.495801088,-0.237556042,0.112673014,-0.118447951,-0.276558119,0.430709135,0.253502812,0.015733707,-0.216859539,-0.253290705,-0.099971166,-0.017791985,0.327785523,-0.207001444,-0.009250829,-0.045572308,-0.02396108,0.124778441,-0.36958481,0.099305227,0.095790131,0.090669729,0.283599587,0.803677606,-0.281041817,0.150552756,0.653428292,0.250121216,-0.625387578,-0.643660994,-0.172603925,-0.245217921,0.003904286,0.031292907,-0.428187002,0.720395371,0.350773865,-0.174036879,0.255920676,0.793269965,0.6435006,-0.217074975,-0.009252335,0.079205748,-0.298838967,-0.102435593,0,0.06430927,0.02163778,0.390029856,-0.183793766,-0.054862108,-0.068298793,-0.08571184,-0.362733561,-0.821763618,0.874593049,0.224483778,-0.177181802,0.14515031,0.024347978,-0.038308441,-0.077046422,0.300372655,0.079538995,-0.642883704,0.224085597,-0.135239588,0.346590737,0.471184719,0.722508608,-0.095596594,-0.814559828,0.098655398,0.486520867,0.331489278,-0.139686329,0.136667904,0.195701766,0.402644758,0.032439717,-0.642317541,-0.166722073,0.475171551,0.607848497,-0.362181438,0.372484237,-0.659559384
b0658,0.390260089,-0.355926367,-0.553173304,0.016204998,-0.286419949,0.367805873,0.322196354,0.203241159,0.371774417,-0.084003508,-0.308940676,0.108693968,0.352532374,-0.215990097,0.56994438,-0.050772828,1.344496239,0.077674091,-0.467548841,-0.45482261,-0.721387017,0.348877912,0.348007469,0.228637558,0.801019811,0.460022222,0.792746017,-0.480459584,0.058885685,0.472362274,-0.507233571,0.380574893,-0.284855088,-0.524595895,-0.134237935,-0.634204117,0.43817641,-0.299237191,-0.74906178,0.2467389,0.073144255,0.391142853,0.402887019,-0.51523026,0.338702405,-0.060412514,0.450156765,-0.468477503,0.726462374,-0.808342748,0.587094356,-0.116157947,-0.442690264,-0.458850422,0.370432747,0.681113267,-0.097278446,0.342185829,-0.172135975,0.510911352,0.822885031,0.341940132,0.00614164,-0.095242682,0.607527143,0.551138264,1.614845285,0.740917105,0.409657316,-0.550165104,-0.299512312,0.232258148,-0.201501605,0.415724788,-0.000275615,0.943086898,0.703165976,-0.052757603,-0.520827023,0.272245714,-1.174121371,-0.278175436,0.552792653,-0.283036756,-0.37913876,0.292352863,0.375053663,0.231921056,0.244491916,-0.522151922,-0.626090057,-0.18390946,1.594605185,0.021887272,-0.880121877,0,-0.398445333,-0.253796788,0.39812984,-0.971674955,-0.054022119,0.017609786,-0.519731167,-0.234616697,-0.765706578,0.243369738,-0.389449224,-0.191160174,-0.221516462,-0.369169249,-0.31530494,0.006217025,0.415145226,0.376994715,-0.585693991,0.343987615,-1.0664449,1.332384585,-0.314969747,-0.127036865,0.64245418,-0.931585299,-0.407035564,0.400934555,0.103513713,0.267941,-0.570083855,0.23118275,0.401296409,-0.292458738,-0.073743727,-0.414059083,-0.334403145,-0.332376297,0.450727449,0.131460436,0.153582421
b3299,-0.67739123,-0.02811493,0.62371475,-0.86837433,0.32562739,-0.41927088,-1.2441874,-1.19039968,-0.26022794,-0.57247342,0.44713483,-0.77417626,-0.294565,0.3931571,-3.155620566,-0.20127553,-1.95527363,-0.6368873,0.30576572,0.29740883,-0.19922158,-0.51192764,-1.34697376,-1.29443284,-1.50866668,-0.70828655,-1.2039607,0.02230453,-1.41626224,-1.67929582,-0.16711326,-1.38359953,-1.75721223,0.4091542,0.50425422,-0.10356108,-0.30700957,0.43151964,0.15088828,-1.10447937,-1.4591341,-1.12787978,-0.37166522,-0.22008336,-0.59849436,0.32174608,-1.45358511,-0.12155191,-0.6752529,0.16768172,-1.38183808,0.50533919,0.42762248,0.16435375,-0.7447168,-1.23651632,-0.64013735,-1.21128161,-0.36348518,-0.9354807,-3.37416,-0.9510875,0.23300622,0.67761186,-1.16488002,-1.5796136,-3.284364806,-1.06698587,-1.33465443,-1.14891833,-0.87345592,-1.49586302,-1.58272176,-1.14011864,-0.03722404,-0.99297578,-0.80496631,-0.59805491,0.09546897,-0.93477867,-0.07980735,0.56367522,-1.21961174,-1.79610611,-1.36929504,-0.42867493,-0.34159575,-0.94862146,-0.89119894,-0.46094068,-1.04921054,-1.01076723,-3.355235447,-1.03203636,-0.08221021,0,0.37093861,-0.17460189,-0.83601373,-0.01659229,0.00387845,-0.73093549,0.37496905,0.68891711,-0.31046391,-0.94549893,-0.19457263,-0.28164958,-0.67849086,0.33963675,0.44472379,-0.48528246,-1.40668899,-0.31273743,0.11199128,-0.3188478,-0.22025971,-2.240356825,-0.04296259,-1.29489213,-1.17386757,-0.22448021,0.30725985,-0.9013096,-0.8827123,-0.86882048,-0.15763916,-1.35580975,-1.34632071,0.3775693,-0.64425546,0.07494743,-0.39633985,0.24442974,-1.35105859,-0.12884252,-0.20232338
b1619,1.805458269,0.826181349,0.01324084,1.420099525,1.941003723,3.223063682,3.937971172,2.308105145,1.338297385,1.659305859,1.539636433,2.749613499,3.276791291,1.985579991,3.406461326,1.198736439,4.541634073,2.099770077,2.200191897,2.158332806,0.906916323,3.571394534,2.978216089,3.603458671,3.620761908,1.595917374,1.918044756,0.782556607,2.85118049,4.398703536,2.03780209,2.366373659,4.888303496,1.984296556,0.413529109,1.691733798,1.751438207,0.32483734,1.160304693,2.956683062,2.761951851,3.326964331,0.409788639,1.346384566,4.029221717,2.446445238,3.633804254,2.792211903,5.030000753,1.249022877,3.856852418,1.410584321,1.950310702,-0.395197079,4.102610239,3.455532842,1.589678212,3.858931801,3.141482792,2.34341987,3.332003617,3.076022226,0.604546397,1.059042482,2.719543296,4.367276055,3.961455967,1.760193285,2.806513126,4.424905242,3.288984555,3.718534662,3.289622021,2.167668238,2.223474142,2.804132345,4.97658752,1.257818284,1.115979368,2.87258981,0.741290602,1.204927843,2.404367506,4.877964202,3.467273636,3.977624793,3.186464276,2.908696549,3.927423383,0.748260277,4.420006442,1.825668178,3.914811693,1.032558188,0.899114454,0,2.533207435,1.756474796,4.170139165,0.621388238,0.94586515,2.071325451,1.147351953,0.340674222,1.003940062,3.884859037,2.930159947,3.269374778,1.972742306,2.427870471,1.058641148,1.943360394,3.268336715,0.427892356,1.06138531,3.205360673,1.008188029,4.574380506,1.225716368,3.454066848,3.339192805,1.032710778,2.143471248,3.733091363,3.312647911,1.884690144,1.898600058,3.791562152,3.409042981,2.642819155,1.257743396,0.778809022,0.357198064,1.170555987,3.870072891,1.916273086,0.269736289
b0198,0.25584564,-1.39694259,-1.406105411,0.147552596,0.715449814,-5.089301463,-0.642486345,0.52054162,-0.184305805,1.371964655,0.234529161,-0.264410525,0.172653836,0.661982701,-3.58339508,-0.059764819,-3.105341599,0.453433805,-0.361705111,0.76704451,-1.492152693,-0.859100354,-0.542316315,-0.543680702,0.424279444,0.286922606,-0.32124763,0.223890506,-0.277117204,-0.812684211,-1.727022985,0.59201887,-3.470829367,-0.443679492,0.019112797,0.103845846,-0.067522232,-0.952691223,-0.331695104,0.024309253,-0.153913017,0.080268663,-0.843823967,-1.547609371,0.15953226,-1.629067094,-0.598220068,-2.530085662,0.82839511,-0.29920417,-0.018476285,-1.110175493,-0.492976522,0.155572275,-2.139565467,0.556603922,1.299072164,-0.68177764,-1.51471128,-0.116758551,-3.34757813,0.350097611,0.099618104,-0.607123162,-0.267919348,-0.699052522,-3.1998558,-0.518084008,-0.654920066,-0.718813817,-0.075984708,-0.611861822,-0.856881056,-0.002871224,0.026704597,-0.185857759,1.156327836,-2.493502811,-0.225934847,-0.215394461,-1.986573706,-0.585583841,-0.508750025,-2.940398522,-0.972050989,0.155648802,-5.17333826,0.194021022,-1.870654765,-1.985323802,-0.785896543,1.188289874,-2.986505661,0.152678687,-1.749975921,0,-0.200716131,0.134131585,-1.941181297,-1.842795405,-0.155770959,0.855163539,-0.330330869,-0.01792292,-1.722595113,-1.842889773,-2.819403964,-1.595502928,1.456718566,-0.263966685,-0.471327299,0.564244352,-0.73913334,-0.955660885,-0.200267883,0.078750189,-1.895646492,-2.934308798,-0.230591208,-1.021304797,0.260720926,-1.367151583,0.859326479,-0.95248056,-0.78204196,0.799145629,-1.567061584,-0.377572636,-0.922304381,-0.139171768,-2.4716272,0.063574248,-1.861396824,-0.217109043,-0.018230179,0.169188934,0.566495636
