,heckmann_Acetate1_B1,heckmann_Acetate1_B2,heckmann_Acetate2_B1,heckmann_Acetate2_B2,heckmann_Acetate3_B1,heckmann_Acetate3_B2,heckmann_C13_A3_B1,heckmann_C13_A3_B2,heckmann_EVO1_B1,heckmann_EVO1_B2,heckmann_EVO2_B1,heckmann_EVO2_B2,heckmann_GLU_A10_B1,heckmann_GLU_A10_B2,heckmann_GLU_A4_B1,heckmann_GLU_A4_B2,heckmann_GLU_A6_B1,heckmann_GLU_A6_B2,heckmann_GLU_A8_B1,heckmann_GLU_A8_B2,heckmann_Glycerol2_B1,heckmann_Glycerol2_B2,heckmann_pgiEVO1_B1,heckmann_pgiEVO1_B2,heckmann_pgiEVO2_B1,heckmann_pgiEVO2_B2,heckmann_pgiEVO3_B1,heckmann_pgiEVO3_B2,heckmann_pgiEVO4_B1,heckmann_pgiEVO4_B2,heckmann_pgiEVO5_B1,heckmann_pgiEVO5_B2,heckmann_pgiEVO6_B1,heckmann_pgiEVO6_B2,heckmann_pgiEVO7_B1,heckmann_pgiEVO7_B2,heckmann_ptsEvo1_B1,heckmann_ptsEvo1_B2,heckmann_ptsEvo2_B1,heckmann_ptsEvo2_B2,heckmann_ptsEvo3_B1,heckmann_ptsEvo3_B2,heckmann_ptsEvo4_B1,heckmann_ptsEvo4_B2,heckmann_sdhEvo1_B1,heckmann_sdhEvo1_B2,heckmann_sdhEvo2_B1,heckmann_sdhEvo2_B2,heckmann_sdhEvo3_B1,heckmann_sdhEvo3_B2,heckmann_tpiEvo2_B1,heckmann_tpiEvo2_B2,heckmann_tpiEvo3_B1,heckmann_tpiEvo3_B2,heckmann_tpiEvo4_B1,heckmann_tpiEvo4_B2,heckmann_Xylose1_B1,heckmann_Xylose1_B2,heckmann_Xylose2_B1,heckmann_Xylose2_B2,heckmann_Xylose3_B1,heckmann_Xylose3_B2,heckmann_Xylose4_B1,heckmann_Xylose4_B2,BOP27(4gL Acetate)R1,BOP27(4gL Acetate)R2,"BOP27(4gLglucose, 5mM methionine)R1","BOP27(4gLglucose, 5mM methionine)R2","BOP27(4gLglucose, W2, 2gL cytidine)R1","BOP27(4gLglucose, W2, 2gL cytidine)R2","BOP27(4gl glucose, M9)R1","BOP27(4gl glucose, M9)R2","BOP27(4glglucose, W2, 2gl glutamine)R1","BOP27(4glglucose, W2, 2gl glutamine)R2",BOP27(4glglucose_NoTE_wDPD)R1,BOP27(4glglucose_NoTE_wDPD)R2,BOP27(Acetylglucosamine)R1,BOP27(Acetylglucosamine)R2,BOP27(Fruc)R1,BOP27(Fruc)R2,BOP27(Fumarate)R1,BOP27(Fumarate)R2,BOP27(Galactose)R1,BOP27(Galactose)R2,BOP27(Glucarate)R1,BOP27(Glucarate)R2,BOP27(Glucose wPQ)R1,BOP27(Glucose wPQ)R2,BOP27(LB)R1,BOP27(LB)R2,BOP27(Pyruvate)R1,BOP27(Pyruvate)R2,BOP27(Sorbitol)R1,BOP27(Sorbitol)R2,BOP27(W2wCytosine)R1,BOP27(W2wCytosine)R2,BOP27(pH5.5)R1,BOP27(pH5.5)R2,CRPAR1 B1,CRPAR1 B2,CRPAR1AR2 B1,CRPAR1AR2 B2,CRPAR2 B1,CRPAR2 B2,Del-Cra_Acetate R1,Del-Cra_Acetate R2,RPOBE546V(Glucose)R1,RPOBE546V(Glucose)R2,RPOBE546V(LB)R1,RPOBE546V(LB)R2,RPOBE672K(Glucose)R1,RPOBE672K(Glucose)R2,RPOBE672K(LB)R1,RPOBE672K(LB)R2,del-cra glucose R1,del-cra glucose R2,del-cra(Fructose)R1,del-cra(Fructose)R2,del-crp glucose R1,del-crp glucose R2,del-crp glycerol R1,del-crp glycerol R2,evo04R1,evo06R3,pgi1R1,pgi1R3,TCS_WT_etoh__PnPR1,TCS_WT_etoh__PnPR2,WT_42C__PnPR1,WT_42C__PnPR2,glu_glu_ale4__glu_403_13__PnPR1,glu_glu_ale4__glu_403_13__PnPR2,hot_tale_hot_ale3_30C__3_228_30C__PnPR1,hot_tale_hot_ale3_30C__3_228_30C__PnPR2,hot_tale_hot_ale3_37C__3_228_37C__PnPR1,hot_tale_hot_ale3_37C__3_228_37C__PnPR2,hot_tale_hot_ale3_44C__3_228_44C__PnPR1,hot_tale_hot_ale3_44C__3_228_44C__PnPR2,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR1,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR2,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR1,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR2,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR1,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR2,ros_tale_7_103_0pq__PnPR1,ros_tale_7_103_0pq__PnPR2,ros_tale_7_103_250pq__PnPR1,ros_tale_7_103_250pq__PnPR2,ros_tale_7_103_750pq__PnPR1,ros_tale_7_103_750pq__PnPR2,tcs_del_baeR_etoh__PnPR1,tcs_del_baeR_etoh__PnPR2,tcs_del_phoB_m9__PnPR1,tcs_del_phoB_m9__PnPR2,tcs_del_phoB_m9p__PnPR1,tcs_del_phoB_m9p__PnPR2,tcs_del_rcsB_etoh__PnPR1,tcs_del_rcsB_etoh__PnPR2,tcs_wt_CuSO4__PnPR1,tcs_wt_CuSO4__PnPR2,tcs_wt_lb__PnPR1,tcs_wt_lb__PnPR2
b0435,-1.441592777,-1.520556132,0.962657753,0.849423826,0.047644518,-0.008847057,-0.529695241,-0.549346528,-0.846301933,-0.838680799,-1.357579383,-1.434746517,-0.585564079,-0.324166327,0.397449888,-0.397449888,-0.746019639,-0.712445796,-1.225608906,-1.278637113,-1.298651311,-0.384615743,-1.169325511,-1.31308221,-0.936710535,-0.91167529,-0.381028849,-0.416105058,-0.297984769,-0.276266425,0.536982524,-0.107526451,-1.070117022,-0.460082991,0.380272231,0.483158798,-0.956277588,-0.987631079,-1.411395547,-1.452563616,-1.456011381,-1.455825418,-1.452283626,-1.513449499,-1.233181565,-1.238635108,-0.901632107,-0.938702145,-1.292667095,-1.310999138,-0.608821677,-0.591520425,-0.206036898,-0.210336343,-1.41062267,-1.429193083,-1.432726984,-1.424379314,-1.381905736,-1.381205494,-0.583267209,-1.103331381,-1.298643476,-1.245331496,-1.029415804,-0.944409744,-0.266480273,-1.192838625,-2.020172554,-1.940684702,-0.728181519,-0.725475107,0.183476792,-2.142976937,1.393497187,1.812482651,-2.116865172,-2.718246204,-2.475569698,-1.98372108,-0.095417741,-0.456239784,-0.036641018,-0.314874349,-0.695918348,-0.918548827,1.580571442,1.447257447,-0.736033486,-1.439908533,-1.806493388,-0.2867044,-1.037288787,-0.949500196,0.380458688,0.31927548,0.048911901,-1.847501649,0.006605905,-3.870401918,-0.706610984,-0.668662609,-3.903812378,-3.894682593,-0.333011604,-1.658501755,-1.494569737,0.104513796,-1.230755593,-2.23362057,-1.000450555,-1.004144625,0.308932349,0.183788845,-0.175607839,-0.278058464,0.22018088,-0.823328571,-0.633809514,-2.013887835,-0.543999823,0.045302653,-0.272891924,0.272891924,-0.34285647,-0.537420301,1.191009763,1.272266743,3.111479244,3.251858933,0.030577019,-0.030577019,0.049633407,-0.044577125,-0.012486388,0.014548368,1.711114546,2.158519032,2.984533142,2.898205518,2.086054589,2.514036636,1.479162556,1.490549432,1.525379234,3.434826829,2.568513406,2.396409367,3.259561974,3.234205488,1.441894283,2.7911934,1.20208757,3.855793156,2.793192577,2.950467456,3.08956745,0.307644191,1.54833695,1.592995512,2.74218323,2.519283152
b3052,-0.514564443,-0.95766059,-0.327284869,-0.222823633,-0.049513956,-0.160008068,0.277049533,0.321867536,0.292329564,0.293831431,0.280267829,0.485210512,0.397094617,0.106604704,-0.046240107,0.046240107,0.231532882,0.416095379,-0.10323897,0.009395894,0.176651838,0.105496048,0.145550592,0.103042128,0.075791447,0.224674149,-0.008414039,0.218919259,0.15386056,0.186341843,0.478646471,0.699069593,0.162753484,0.258697611,0.46407807,0.123759706,0.252372842,-0.264998771,0.127229981,0.033847358,0.232591989,-0.215426304,0.342847375,-0.078832846,-0.081932721,0.058192427,0.063538089,0.093153469,0.167683261,-0.011136806,0.097077385,0.126751671,0.265442816,0.120753035,0.124688355,0.222886164,0.165382079,0.091411117,-0.003021046,0.097537469,0.331366881,0.060422425,0.029113304,-0.122586425,-0.453802398,-0.755815425,-0.210621686,-0.247814044,0.341322676,-1.22523557,-0.269756184,-0.124507429,0.360860949,-0.598638605,-0.136733174,-0.395755638,-0.708909266,-0.702381805,-1.163530098,-1.303165899,-0.561134933,-1.018893533,-0.566017257,-0.569359799,-0.208643446,-0.337490704,-0.178966271,-0.362295441,-0.485202462,-1.341506491,-0.815273061,-1.457343236,-1.524453516,-1.035554072,-0.688896148,-0.667550574,-0.289302533,-0.31106805,0.062290672,-1.016589824,-0.215430021,0.354676925,-1.101622725,0.033211598,-0.578292227,-1.228603249,-0.727611925,-0.667662727,0.734499952,-0.290520767,-1.947050544,-0.332786041,-0.349137735,-0.782383452,-0.213011984,-0.928347006,-0.30078873,-0.674448803,-0.162022914,0.133319188,-0.099784499,-0.050244768,0.098526441,-0.098526441,-0.259445815,-0.476579257,0.308434218,0.197478317,0.729806508,0.200844946,-0.033473463,0.033473463,-0.583236703,0.23498608,-0.340709623,-0.852152508,0.91299107,1.004368473,-0.514661831,0.29696256,-0.169626194,-0.121021031,0.354692239,0.911123761,0.898604819,0.857396267,0.93705951,0.694514692,0.898741076,1.410392655,-0.105398291,0.859036555,-1.57407258,0.455584004,0.213347601,-0.094951089,0.507211086,-0.795125065,-0.391631801,-0.270898988,1.042188872,0.518504923
b0156,-1.171976881,-1.399869887,-0.901830318,-1.270864269,-0.992655191,-1.405367509,0.048108314,0.022206908,0.418973253,0.271151724,0.57493292,-0.266510916,-0.33528021,-0.554781266,0.007952911,-0.007952911,0.44869368,0.292511132,-0.635879085,-0.943487583,-0.425092766,-0.415315544,-0.396739803,-0.048242431,0.479200465,0.512376374,0.776292451,0.717577496,0.728463903,0.543286252,0.11916432,0.46802373,0.314033675,0.026864279,0.449292141,0.496565358,0.744368963,0.021403625,0.576829168,0.553156493,0.736255821,0.989453714,0.875684997,0.290992481,-0.607258048,-0.476913507,-0.247107386,0.089855048,0.227492429,-0.484641674,-0.778292564,-1.010284583,-0.29341022,-0.184259693,-0.549373899,-0.294126929,-0.324179624,-0.648356219,-0.475528138,-0.33068635,0.266885592,-0.192700051,-0.105858927,-0.001799862,-0.828728916,-1.488227646,0.177376743,0.031797655,-0.855262512,-1.374555644,0.972052138,0.883957995,-0.479136832,-1.857236701,-2.640048922,-2.782262629,0.335559986,0.322858644,0.716534582,0.506408821,-0.656176965,-0.524839787,0.516136932,0.265520029,-0.402756237,-0.192163066,0.461592504,0.354014856,-0.32421235,-0.223493824,0.461132306,0.300400159,-1.42871967,0.034219628,-1.281843932,-1.317634455,-0.399454003,-0.69761054,0.728015425,0.694832924,0.848256821,0.892882398,0.129324076,0.802512797,-1.731964258,-2.092237699,0.54370826,0.483245946,0.685252805,0.27704128,-1.738700037,0.61427152,0.323636159,0.259311912,0.673429619,0.676379621,0.427961561,-0.18962615,0.374106905,0.217059198,0.484910074,0.558703305,-0.111570732,0.111570732,0.766611982,0.662871431,0.596181261,-0.001155148,0.537625016,0.616850567,0.028660135,-0.028660135,-0.534307548,-0.618131791,-0.071946346,0.165975802,0.762164366,0.533746858,-0.829067355,-0.15290457,0.196968865,-0.137733162,0.192205726,0.157187077,1.257474975,1.066108806,1.305903257,1.594703088,1.71645589,1.259135161,0.141556437,0.605283919,-2.42783113,0.361282077,-0.129713124,-0.543502528,0.449758,-2.788581865,-1.281104583,0.135544066,0.407961961,0.172887409
b3642,-1.466256064,-1.547864738,0.085339206,-1.089367425,-1.471486587,-1.435169026,0.093203876,0.331478986,0.864160743,0.91485689,-0.181029625,0.456353683,1.108110806,1.086445837,0.101345201,-0.101345201,-0.167154306,0.666639415,0.264565509,0.223490249,-1.422541239,-1.421519132,-1.277671084,0.06440824,-1.196990744,-0.552246494,-0.072430502,-1.40046659,-0.747901988,-0.603435791,0.193431864,-0.246722937,0.199766865,-0.133488902,0.403369463,-0.372325221,0.418124279,-0.910726684,-0.959494561,-1.270422451,-0.279365136,-0.744242607,-0.507171135,-0.512864786,0.64216022,1.009660664,0.888181053,1.172153049,0.878952352,1.085928651,-0.019169426,0.215401956,-1.063045063,-1.508130512,0.20502837,-0.08290601,-0.290997525,-0.407770541,0.351120215,-0.659185088,0.432537861,-0.839624093,-0.105994263,-0.005593423,-3.221350237,-2.334480036,-1.69673225,-0.153162581,-3.889407476,-3.86773459,-2.185110166,-1.060887797,-1.357216176,-1.462744225,-0.275118953,0.109757652,-0.514682081,-1.134372579,-3.886652127,-3.879576521,-0.590348329,-0.582816113,0.273004985,1.380242138,-2.449365304,-3.854993398,-2.089060998,-1.259145761,-1.473135601,-2.704697065,-1.783686213,-1.800882101,-3.902244716,-3.881177773,-1.554453805,-1.60780299,-0.099184244,-1.539771831,-3.865888789,-3.878125989,-3.891730098,-3.882681744,-3.898302365,-3.892807327,-3.895430274,-3.907293993,-3.86552946,-3.86231774,-2.753570914,-2.689167055,-3.884908601,-3.885809657,-3.81674034,-3.849273699,-3.895183877,-3.879975931,-3.893297495,-3.8908747,-3.887898446,-3.887725414,-3.888902618,-3.841583397,-0.39789526,0.39789526,-1.246750628,-0.48072048,-0.042455813,-1.660663387,1.671206442,-1.701387524,-0.094486873,0.094486873,-1.808268619,-1.937055552,-1.360107197,-2.371192853,-0.401841652,-1.294570583,-2.718068551,-2.767547243,-2.25048396,-1.803000076,-3.861117622,-3.861117622,-0.86025769,-1.448993449,-1.971982687,-0.020369395,-0.046846904,-0.071566261,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622,-3.861117622
b3669,0.716860622,1.139627665,0.187747992,0.18582384,2.097296826,1.287948166,0.287152138,0.30132511,0.093417308,0.101105882,0.052521708,-0.026780682,1.57896774,1.568152388,0.007714571,-0.007714571,0.096527028,0.130300046,1.955444419,1.899832791,0.009726524,0.010744806,0.81170242,0.924290321,0.073406672,0.763008343,0.331223666,0.29607269,0.593493235,0.615323412,0.062208109,0.054924006,0.076179447,0.054655122,0.07507076,0.046854221,-0.042625475,-0.074261824,-0.002771148,0.129233859,-0.048654888,-0.048463556,0.898716242,0.203061166,1.538438475,1.532739818,2.129363766,2.090907462,2.267735567,2.248433755,1.799285935,1.817037094,-0.071279588,-0.075532596,2.135422134,2.115781607,-0.024703759,-0.016119741,0.027534854,0.028254269,0.103517035,0.042431141,1.829059889,1.519355704,-1.146892475,0.48986266,1.720806371,0.941795147,-0.719760405,-1.91209002,-2.532053576,-2.532053576,-0.190904839,-0.288527429,0.87174612,0.912626325,1.757238012,1.593923421,0.655079457,0.683206381,1.093385171,0.795583429,-0.402065965,-0.236679197,0.494849611,0.184550436,1.144964181,-0.205726817,-0.823288605,-1.783755715,0.877158132,0.5343445,-1.964269057,-1.932340161,0.851511225,0.794389547,-0.00505575,-0.914703734,1.453839475,-0.02556652,0.165307385,1.335381598,-2.532053576,-2.532053576,0.357027774,-1.12047262,-2.532053576,-2.532053576,-2.532053576,-2.532053576,0.298621922,0.295150058,-2.532053576,-2.532053576,-0.845042,-0.797419372,0.316629085,0.326145099,0.728164757,0.65077681,-1.204602245,0.034080552,-0.193023015,0.193023015,0.670696698,2.252142412,-1.966648744,-2.724926053,-0.351569451,-0.31038327,-0.429187071,0.429187071,-0.056216059,-0.0848992,-0.227822885,-1.228223807,-0.25520355,2.317117402,-0.410006892,-0.491603884,0.20679361,-1.171242926,-1.004181422,0.08977399,3.111739575,1.215716412,2.183181113,3.508404236,3.632837032,1.135546698,-2.415251795,-0.623798587,-0.05527474,0.115043153,-1.14841833,-0.696551054,-2.784633848,-2.817738589,-2.152646051,-2.11868172,-1.053152167,-1.971942166
b1876,-1.094425416,-1.30949026,-0.669626226,-0.919979295,-1.155748821,-0.837295878,-0.475380639,-0.307768189,0.116814993,-0.040069464,-0.171701226,-0.088731725,-0.005232923,-0.276874778,0.24021575,-0.24021575,0.464759442,-0.27358161,-0.161062858,-0.27269781,-0.382923081,-0.429662647,-0.433239226,-0.314557046,-0.275811073,-0.231561118,-0.454170734,-0.378251512,-0.194782846,-0.300883547,-0.086105961,-0.152076181,-0.212751416,-0.26759096,0.574543359,0.60456394,0.223462897,-0.181454543,-0.146355325,-0.400174911,-0.152631312,-0.206555709,0.036700012,-0.174969389,-0.452314448,-0.427152989,-0.326274193,-0.54733947,-0.19351513,-0.611273668,-0.679134972,-0.736067094,-0.723411246,-0.914461237,-0.457195799,-0.603622461,-0.438066204,-0.514322618,-0.445540586,-0.129434867,-0.574276509,-0.505180478,-0.851185771,-0.20731185,-1.121201776,-1.396754339,-0.481447487,-0.677162705,-0.244830217,-1.025681245,0.080627781,-0.311010211,-0.402247274,-1.016168977,-0.747047599,-0.960354681,-0.911455483,-0.477138704,-0.648732919,-1.036992513,-1.275267685,-1.501035657,-0.447908179,-0.302267009,-0.569774148,-1.294613179,-0.523771511,-0.950372518,-0.134635384,-0.872926449,-0.921790638,0.053044792,-1.02919807,-1.032229856,-1.311788495,-0.387986406,-0.780447095,-0.556128244,-0.525618959,-0.530256815,-0.160902906,-0.183947661,-0.391311553,-0.253620004,-1.325788962,-1.399442278,-0.164538475,-0.338623241,0.82949124,0.350419692,-0.758066315,0.206626177,0.105919338,0.427823048,-0.084120944,-0.415037084,-0.205937674,-0.249256515,-1.050467753,-0.250616826,-0.750529762,-0.762352999,-0.066062807,0.066062807,-0.074173204,-0.726886237,0.005151051,-0.286555789,-0.615698393,0.034935514,-0.121695104,0.121695104,-0.790615339,-0.708039466,-0.906714834,-0.841595671,-0.556518528,-0.484304789,-0.441452032,-0.460049784,-0.390857233,-0.284886487,-0.391194941,-0.038696704,0.054241379,0.091865192,0.425346566,0.049396545,0.034207938,0.203138337,-0.238754903,0.50120566,0.067484253,-0.120314648,-0.199220035,-0.269080794,0.191893507,-0.608503264,0.105452693,-0.325045258,0.428528313,-0.032644326
b1067,-0.054743508,-0.136739424,1.942552882,1.993494827,0.020775418,0.869613537,1.680333396,2.023793595,0.303978958,0.607625218,0.863215825,-0.047642346,1.709477451,1.630334709,0.007781764,-0.007781764,1.084137265,1.23310545,-0.108183871,-0.162648175,0.288490007,0.464331597,-0.200045794,1.109771229,0.765988375,1.325257822,1.334986625,1.464033579,1.624871745,1.525737322,1.87703911,1.715821998,0.898996128,0.201299061,1.450323842,0.508485131,-0.16024178,-0.192086685,0.215458286,0.172576862,-0.166310586,-0.166118001,-0.162450266,-0.225836788,-0.136854424,-0.142451479,0.802101659,0.763937229,0.731679547,0.158363587,-0.141260278,-0.123860115,-0.189084592,-0.19336593,0.198541477,0.179210667,-0.077052482,0.184222523,1.147036065,1.194204081,1.778620453,1.702992287,0.091686875,1.80297201,0.823452248,0.369375596,0.934250096,0.491627593,2.151072131,0.63715284,1.326697038,0.600496324,2.019137036,2.073335037,1.87312727,1.673363106,0.34922857,0.447238232,-0.151188122,0.820533656,0.693770597,0.58936327,0.781046895,0.496843997,0.602082695,0.389513987,1.355942428,1.030777675,-0.927188189,-1.4092192,0.836431874,0.778528619,0.276576551,0.685636511,1.732979864,2.410630974,0.689564777,1.212458657,1.429577315,1.296073642,1.641174165,1.128378139,0.486463837,1.871277602,0.71384904,1.169700466,-1.058713514,-0.288756365,-0.617444713,-1.280569412,-2.814598841,-1.198136453,0.660304733,-1.739781372,1.954110691,1.645544553,1.557499907,0.674007523,0.732698941,-0.075261815,1.396678257,0.727373282,0.008536332,-0.008536332,0.423936649,-0.321255591,1.147408804,1.196600326,0.771908422,1.788862763,-0.124032014,0.124032014,0.923180257,1.23509288,0.322204042,0.421731718,0.580184606,0.972420211,1.710685201,0.846442654,0.363308266,0.284628175,1.39804292,0.942304212,-0.21765024,0.508741262,1.545865252,1.08323988,1.130218825,1.736997685,0.589947193,0.969480098,0.443975829,1.895190336,0.849383758,1.819265501,1.568075339,-1.683564003,0.008613807,0.188012722,0.771440674,0.789962081
b2351,-0.47171042,-0.554280407,-0.10832911,0.145486271,-0.143146999,-0.440271418,-0.3544506,-0.340143447,0.129760384,0.329754474,0.272898825,0.191790704,0.256804335,-0.043469601,-0.050987647,0.050987647,-0.0887956,-0.054446537,0.319511442,0.143942389,-0.427502837,-0.426469388,-0.066019586,-0.047427253,0.269067202,0.371213261,-0.138476861,0.266015984,0.282608795,0.558724843,0.04775646,0.031795283,0.653975129,0.238472274,0.479044434,0.090456578,-0.48064946,-0.512780387,-0.440187554,-0.483170092,-0.486772284,-0.486577982,0.284490959,0.087015434,0.117616342,0.451014249,0.13139484,0.238243345,-0.026115557,-0.018877654,0.358598959,0.511662183,0.243936436,0.452478871,1.070239192,0.951250687,-0.395706653,-0.386983396,0.748978422,0.255299056,1.150408393,0.284108245,1.028904256,1.120006108,-0.050259479,-0.087196061,0.445237963,0.306599648,0.800409191,0.582118605,1.174747072,0.82010005,1.301270569,-1.43161852,0.930525166,0.877097169,0.186073015,0.314903955,1.058505324,0.855665422,0.682602208,0.023081489,1.304036271,1.410715347,-2.755883008,-3.313503231,0.661060659,0.29464507,0.754019056,-0.530880838,1.317832316,0.830716603,-1.313241105,0.204144695,1.061912751,1.830207669,0.532512959,0.791374275,0.938100108,0.491818779,1.35698195,0.729041057,-0.558919189,0.844923696,-1.284394791,-2.121825843,-0.971586357,-0.675128908,-1.118888121,-1.07807537,-2.222132085,-1.463628808,-0.979298321,-2.093100143,-0.886764328,0.282996609,0.987195212,0.666597375,0.266466441,-0.093380622,0.506075791,0.309269278,-0.245454129,0.245454129,-0.184478662,-1.212016641,1.321255746,0.733193879,-0.8045678,-0.007411904,-0.100194646,0.100194646,0.736194801,0.341736398,-0.674457352,-0.927181965,-1.142179293,-1.121471867,0.666274891,0.865874256,-0.371659176,0.424250061,-1.86439785,-0.756072664,-0.071045201,-0.826713033,-0.429851249,-0.158936184,-0.411130114,-0.541516035,0.66474282,1.409492684,-0.092218925,0.122831812,-0.112233753,0.489230318,1.413121173,0.471121637,0.695730828,-0.009910598,1.092161509,0.047908218
b3250,-0.818694677,-0.901566436,-0.400833981,0.011807874,-0.813148504,-0.754805898,-0.294757531,0.029710328,0.013881533,0.301264892,0.124500168,0.341477115,0.066623909,-0.166382592,-0.080651499,0.080651499,-0.003189929,0.11718623,-0.092755975,-0.432633918,-0.078588521,-0.167822064,-0.547083343,0.019266788,0.09301593,0.25191327,0.071091169,0.022568419,-0.019883001,0.066877325,0.181889905,0.281230524,0.190372938,0.242516107,0.697563856,0.22893297,0.191778251,0.576327214,-0.203330409,-0.553445367,0.70001351,-0.078964543,0.100852037,0.03607605,-0.004597724,0.002162984,0.300473824,0.309627503,0.162910777,0.114053002,-0.269155952,-0.221748454,0.146081971,-0.611787367,-0.269513635,0.181326244,0.293754172,-0.085045234,-0.087516201,-0.487509453,0.258854562,0.659863527,0.168300342,0.097692383,-0.061183326,-0.618575293,0.806030285,0.232465697,0.961931927,-0.529594326,0.209207862,0.070796963,0.468256992,-1.198906326,0.162298336,-0.2513241,-0.409693166,-0.408114543,-0.450485563,0.242235511,-0.397078322,-0.414352091,-0.070456604,1.776941226,0.122933786,-1.322058322,1.336740798,-0.12652296,-0.049630836,-0.272364212,-0.2064328,-0.426957883,0.023702827,-1.255970644,-0.627911876,1.480531941,-0.470311954,-1.100039388,0.511857275,0.459890887,1.149611652,0.423695205,0.987385519,1.173696312,-0.052369139,-0.399174326,-0.777191773,-1.076786678,-1.095982217,0.073207716,0.161100402,-0.639165475,0.396554552,0.349214442,-1.115990795,0.799681132,-0.283398983,1.163155536,0.206072598,0.206831661,0.275566843,-0.017065487,-0.013292719,0.013292719,0.637289177,-0.640323253,0.681924603,-1.054251111,0.904860599,1.088817495,-0.788907202,0.788907202,0.320015472,1.401614759,0.317281241,0.330445465,1.741311268,1.525906384,1.070788779,0.685802391,0.186435184,-0.677577338,-1.235549987,0.352316451,0.769251796,-1.032836549,1.200601292,0.603478189,1.028094334,-0.521647714,-1.273863884,0.412013635,1.387020022,1.020593967,-1.279783481,0.210717122,1.383730562,-0.560295807,1.234687174,0.174093196,1.150406355,1.133793867
b2903,0.941869077,1.469782178,0.197821089,-0.151596234,1.633646598,1.37472433,-0.061952698,0.52203041,-0.06712915,-0.153224386,0.073594144,0.418128445,0.578009486,-0.350244178,0.023456245,-0.023456245,-0.928221492,-0.991413361,0.066395595,0.66325987,-1.489357718,-1.488309252,1.770893829,1.452629698,0.57068731,0.696929527,1.325585445,1.025385021,0.75464516,0.71174522,0.431377254,0.238408349,0.52178659,0.423571454,0.843230816,-0.1817255,0.866370141,1.174736935,0.158135486,-0.101803911,1.537484633,0.918806845,0.131805711,-0.119309267,0.385458025,0.042279837,-0.40108957,0.734134344,-0.945543192,-0.110448638,0.118999613,0.208635357,-0.605632674,-1.021472102,-0.06119571,0.781935869,-1.698991462,-1.690155134,-1.055622613,-1.276089453,0.368241962,0.173391153,0.012706582,-0.011515068,0.768812127,0.571671369,2.382582208,1.658751874,0.952756613,0.093341315,-0.203546927,-0.010666477,1.701306336,0.604933747,0.57637942,0.262285157,1.960483111,1.186919327,0.756514995,1.501019368,0.558570476,1.642385713,0.698401664,0.654230255,2.089060558,1.985254126,1.154740272,1.392403059,1.276834491,0.970447673,1.252032766,0.848581247,-1.65917194,-0.624297931,1.356638652,1.289205973,1.171719292,1.180916817,1.724741305,1.180634324,1.678569349,1.874477488,-0.818291724,0.164246024,0.414109359,-0.125406462,-1.731809535,-1.310003649,2.463955339,1.517794729,-2.008784136,-0.797177186,1.900811152,1.801090017,1.374211307,1.167833565,0.531932495,1.390003661,0.856189505,0.944499296,2.690125947,2.109913224,-0.126163511,0.126163511,1.306990543,1.486158633,1.623573815,1.405250492,-2.227004234,-1.567842471,0.085595628,-0.085595628,1.200332285,1.666889554,-0.293894334,1.216236761,-1.088040586,-0.830812489,1.508572234,1.197019288,-0.202111956,0.113556081,-1.733856229,-1.024158965,-0.526458096,-0.505634459,-2.182110315,-2.525500539,-2.880855996,-1.876624499,1.39034562,2.049557431,-1.593386493,-1.627383281,-2.006029543,-1.64963757,1.925697563,1.382606005,1.043119249,0.236718465,1.263748251,0.842928492
